,Title,Artist,URL
604,Wishful Thinking,John Petrucci,https://tabs.ultimate-guitar.com/tab/john-petrucci/wishful-thinking-guitar-pro-512643
605,Fix You,Coldplay,https://tabs.ultimate-guitar.com/tab/coldplay/fix-you-guitar-pro-399086
606,Wonderwall,Oasis,https://tabs.ultimate-guitar.com/tab/oasis/wonderwall-guitar-pro-479883
607,My Friend Of Misery,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/my-friend-of-misery-guitar-pro-225438
608,Creep,Radiohead,https://tabs.ultimate-guitar.com/tab/radiohead/creep-guitar-pro-229204
609,Turn The Page,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/turn-the-page-guitar-pro-225570
610,Snow Hey Oh,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/snow-hey-oh-guitar-pro-1104434
611,Kickapoo,Tenacious D,https://tabs.ultimate-guitar.com/tab/tenacious-d/kickapoo-guitar-pro-451926
612,Bloodmeat,Protest the Hero,https://tabs.ultimate-guitar.com/tab/protest-the-hero/bloodmeat-guitar-pro-669246
613,Sad But True,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/sad-but-true-guitar-pro-453115
614,Satch Boogie,Joe Satriani,https://tabs.ultimate-guitar.com/tab/joe-satriani/satch-boogie-guitar-pro-230665
615,Samba Pa Ti,Santana,https://tabs.ultimate-guitar.com/tab/santana/samba-pa-ti-guitar-pro-230545
616,Brick By Boring Brick,Paramore,https://tabs.ultimate-guitar.com/tab/paramore/brick-by-boring-brick-guitar-pro-871915
617,Feeling Good,Muse,https://tabs.ultimate-guitar.com/tab/muse/feeling-good-guitar-pro-513750
618,Santeria,Sublime,https://tabs.ultimate-guitar.com/tab/sublime/santeria-guitar-pro-232702
619,Over The Hills And Far Away,Led Zeppelin,https://tabs.ultimate-guitar.com/tab/led-zeppelin/over-the-hills-and-far-away-guitar-pro-239461
620,Barracuda,Heart,https://tabs.ultimate-guitar.com/tab/heart/barracuda-guitar-pro-635628
621,Gimme All Your Lovin,ZZ Top,https://tabs.ultimate-guitar.com/tab/zz-top/gimme-all-your-lovin-guitar-pro-235239
622,The Thrill Is Gone,B.B. King,https://tabs.ultimate-guitar.com/tab/b-b-king/the-thrill-is-gone-guitar-pro-214639
623,We Are The Champions,Queen,https://tabs.ultimate-guitar.com/tab/queen/we-are-the-champions-guitar-pro-229017
624,Careless Whisper,Seether,https://tabs.ultimate-guitar.com/tab/seether/careless-whisper-guitar-pro-816723
625,Anesthesia - Pulling Teeth,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/anesthesia-pulling-teeth-guitar-pro-225307
626,Like Light To The Flies,Trivium,https://tabs.ultimate-guitar.com/tab/trivium/like-light-to-the-flies-guitar-pro-252691
627,Download,Obituary,https://tabs.ultimate-guitar.com/tab/obituary/download-guitar-pro-227437
628,Where Is My Mind,Pixies,https://tabs.ultimate-guitar.com/tab/pixies/where-is-my-mind-guitar-pro-228561
629,About A Girl,Nirvana,https://tabs.ultimate-guitar.com/tab/nirvana/about-a-girl-guitar-pro-226928
630,Teenagers,My Chemical Romance,https://tabs.ultimate-guitar.com/tab/my-chemical-romance/teenagers-guitar-pro-544083
631,Beethoven Virus,Ludwig van Beethoven,https://tabs.ultimate-guitar.com/tab/ludwig-van-beethoven/beethoven-virus-guitar-pro-622329
632,Help,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/help-guitar-pro-473169
633,Is This Love,Whitesnake,https://tabs.ultimate-guitar.com/tab/whitesnake/is-this-love-guitar-pro-248407
634,Fuzz Universe,Paul Gilbert,https://tabs.ultimate-guitar.com/tab/paul-gilbert/fuzz-universe-guitar-pro-967181
635,Harvest,Opeth,https://tabs.ultimate-guitar.com/tab/opeth/harvest-guitar-pro-227550
636,The Elder Scrolls V Skyrim - Theme Dragonborn Sons Of Skyrim,Misc Computer Games,https://tabs.ultimate-guitar.com/tab/misc-computer-games/the-elder-scrolls-v-skyrim-theme-dragonborn-sons-of-skyrim-guitar-pro-1113651
637,Dont Fear The Reaper,Blue Öyster Cult,https://tabs.ultimate-guitar.com/tab/652902
638,Hurt,Johnny Cash,https://tabs.ultimate-guitar.com/tab/johnny-cash/hurt-guitar-pro-216320
639,Lose Yourself,Eminem,https://tabs.ultimate-guitar.com/tab/eminem/lose-yourself-guitar-pro-218843
640,Asturias,Isaac Albéniz,https://tabs.ultimate-guitar.com/tab/978311
641,Marianas Trench,August Burns Red,https://tabs.ultimate-guitar.com/tab/august-burns-red/marianas-trench-guitar-pro-849727
642,Would,Alice in Chains,https://tabs.ultimate-guitar.com/tab/alice-in-chains/would-guitar-pro-246227
643,Bleed It Out,Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/bleed-it-out-guitar-pro-526820
644,Sweet Child O Mine,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/sweet-child-o-mine-guitar-pro-220688
645,Hells Bells,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/hells-bells-guitar-pro-784457
646,Mujer Amante,Rata Blanca,https://tabs.ultimate-guitar.com/tab/rata-blanca/mujer-amante-guitar-pro-229670
647,Technical Difficulties,Racer X,https://tabs.ultimate-guitar.com/tab/racer-x/technical-difficulties-guitar-pro-229183
648,Could You Be Loved,Bob Marley,https://tabs.ultimate-guitar.com/tab/bob-marley/could-you-be-loved-guitar-pro-224846
649,Whats Up,4 Non Blondes,https://tabs.ultimate-guitar.com/tab/4-non-blondes/whats-up-guitar-pro-472101
650,K-On - Fuwa Fuwa Time,Misc Cartoons,https://tabs.ultimate-guitar.com/tab/misc-cartoons/k-on-fuwa-fuwa-time-guitar-pro-850350
651,Kryptonite,3 Doors Down,https://tabs.ultimate-guitar.com/tab/3-doors-down/kryptonite-guitar-pro-257380
652,Superstition,Stevie Wonder,https://tabs.ultimate-guitar.com/tab/stevie-wonder/superstition-guitar-pro-833313
653,Mardy Bum,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/mardy-bum-guitar-pro-350965
654,Bad Company,Five Finger Death Punch,https://tabs.ultimate-guitar.com/tab/five-finger-death-punch/bad-company-guitar-pro-918559
655,Zombie,The Cranberries,https://tabs.ultimate-guitar.com/tab/the-cranberries/zombie-guitar-pro-217050
656,Hit The Road Jack,Ray Charles,https://tabs.ultimate-guitar.com/tab/ray-charles/hit-the-road-jack-guitar-pro-711838
657,Crossroads,Cream,https://tabs.ultimate-guitar.com/tab/cream/crossroads-guitar-pro-217069
658,Tnt,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/tnt-guitar-pro-262694
659,High And Dry,Radiohead,https://tabs.ultimate-guitar.com/tab/radiohead/high-and-dry-guitar-pro-229220
660,Otherside,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/otherside-guitar-pro-229836
661,By The Sword,Slash,https://tabs.ultimate-guitar.com/tab/slash/by-the-sword-guitar-pro-936902
662,Kickstart My Heart,Mötley Crüe,https://tabs.ultimate-guitar.com/tab/226206
663,All New Materials,Periphery,https://tabs.ultimate-guitar.com/tab/periphery/all-new-materials-guitar-pro-942150
664,Technical Difficulties,Racer X,https://tabs.ultimate-guitar.com/tab/racer-x/technical-difficulties-guitar-pro-359355
665,Afterlife,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/afterlife-guitar-pro-599895
666,Manhattan,Eric Johnson,https://tabs.ultimate-guitar.com/tab/eric-johnson/manhattan-guitar-pro-594580
667,Misery Business,Paramore,https://tabs.ultimate-guitar.com/tab/paramore/misery-business-guitar-pro-534207
668,Still Waiting,Sum 41,https://tabs.ultimate-guitar.com/tab/sum-41/still-waiting-guitar-pro-540488
669,Wake Me Up When September Ends,Green Day,https://tabs.ultimate-guitar.com/tab/green-day/wake-me-up-when-september-ends-guitar-pro-220479
670,That Was Just Your Life,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/that-was-just-your-life-guitar-pro-737391
671,Here Comes The Sun,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/here-comes-the-sun-guitar-pro-883967
672,Starlight,Muse,https://tabs.ultimate-guitar.com/tab/muse/starlight-guitar-pro-390039
673,Persiana Americana,Soda Stereo,https://tabs.ultimate-guitar.com/tab/soda-stereo/persiana-americana-guitar-pro-711908
674,Walk With Me In Hell,Lamb of God,https://tabs.ultimate-guitar.com/tab/lamb-of-god/walk-with-me-in-hell-guitar-pro-564540
675,Soul To Squeeze,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/soul-to-squeeze-guitar-pro-229894
676,No More Tears,Ozzy Osbourne,https://tabs.ultimate-guitar.com/tab/ozzy-osbourne/no-more-tears-guitar-pro-227678
677,Take Five,The Dave Brubeck Quartet,https://tabs.ultimate-guitar.com/tab/the-dave-brubeck-quartet/take-five-guitar-pro-215874
678,Livin On A Prayer,Bon Jovi,https://tabs.ultimate-guitar.com/tab/bon-jovi/livin-on-a-prayer-guitar-pro-383813
679,Message In A Bottle,The Police,https://tabs.ultimate-guitar.com/tab/the-police/message-in-a-bottle-guitar-pro-444377
680,Wasted Years,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/wasted-years-guitar-pro-638101
681,Toccata And Fugue In D Minor,Johann Sebastian Bach,https://tabs.ultimate-guitar.com/tab/johann-sebastian-bach/toccata-and-fugue-in-d-minor-guitar-pro-480283
682,I Want It All,Queen,https://tabs.ultimate-guitar.com/tab/queen/i-want-it-all-guitar-pro-228944
683,A Little Piece Of Heaven,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/a-little-piece-of-heaven-guitar-pro-606364
684,Redemption Song,Bob Marley,https://tabs.ultimate-guitar.com/tab/bob-marley/redemption-song-guitar-pro-224860
685,Nemo,Nightwish,https://tabs.ultimate-guitar.com/tab/nightwish/nemo-guitar-pro-248701
686,Lateralus,Tool,https://tabs.ultimate-guitar.com/tab/tool/lateralus-guitar-pro-549388
687,Master Of Puppets,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/master-of-puppets-guitar-pro-894075
688,Ring Of Fire,Johnny Cash,https://tabs.ultimate-guitar.com/tab/johnny-cash/ring-of-fire-guitar-pro-216325
689,Bed Of Razors,Children of Bodom,https://tabs.ultimate-guitar.com/tab/children-of-bodom/bed-of-razors-guitar-pro-216444
690,The Man Who Sold The World,Nirvana,https://tabs.ultimate-guitar.com/tab/nirvana/the-man-who-sold-the-world-guitar-pro-238194
691,Critical Acclaim,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/critical-acclaim-guitar-pro-566953
692,Wake Me Up When September Ends,Green Day,https://tabs.ultimate-guitar.com/tab/green-day/wake-me-up-when-september-ends-guitar-pro-220478
693,Dying In Your Arms,Trivium,https://tabs.ultimate-guitar.com/tab/trivium/dying-in-your-arms-guitar-pro-375958
694,Leyenda Asturias,Isaac Albéniz,https://tabs.ultimate-guitar.com/tab/213650
695,Comfortably Numb,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/comfortably-numb-guitar-pro-812955
696,Black Star,Yngwie Malmsteen,https://tabs.ultimate-guitar.com/tab/yngwie-malmsteen/black-star-guitar-pro-511091
697,12 Bar Blues,Blues,https://tabs.ultimate-guitar.com/tab/blues/12-bar-blues-guitar-pro-922878
698,The Scientist,Coldplay,https://tabs.ultimate-guitar.com/tab/coldplay/the-scientist-guitar-pro-216838
699,Saint Seiya - Pegasus Fantasy,Misc Cartoons,https://tabs.ultimate-guitar.com/tab/misc-cartoons/saint-seiya-pegasus-fantasy-guitar-pro-708700
700,Fade To Black,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/fade-to-black-guitar-pro-432896
701,Dust In The Wind,Kansas,https://tabs.ultimate-guitar.com/tab/kansas/dust-in-the-wind-guitar-pro-483932
702,Bold As Love,Jimi Hendrix,https://tabs.ultimate-guitar.com/tab/jimi-hendrix/bold-as-love-guitar-pro-221132
703,Electric Eye,Judas Priest,https://tabs.ultimate-guitar.com/tab/judas-priest/electric-eye-guitar-pro-569400
704,Apache,The Shadows,https://tabs.ultimate-guitar.com/tab/the-shadows/apache-guitar-pro-404599
705,Requiem For A Dream Theme,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/requiem-for-a-dream-theme-guitar-pro-726992
706,Dont Stop Me Now,Queen,https://tabs.ultimate-guitar.com/tab/queen/dont-stop-me-now-guitar-pro-228918
707,The Day That Never Comes,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/the-day-that-never-comes-guitar-pro-738020
708,Rock And Roll All Nite,KISS,https://tabs.ultimate-guitar.com/tab/kiss/rock-and-roll-all-nite-guitar-pro-223200
709,One Step Closer,Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/one-step-closer-guitar-pro-224060
710,Rocket Queen,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/rocket-queen-guitar-pro-220677
711,Master Exploder,Tenacious D,https://tabs.ultimate-guitar.com/tab/tenacious-d/master-exploder-guitar-pro-497510
712,Beelzeboss,Tenacious D,https://tabs.ultimate-guitar.com/tab/tenacious-d/beelzeboss-guitar-pro-534743
713,The Pink Panther Theme,Henry Mancini,https://tabs.ultimate-guitar.com/tab/henry-mancini/the-pink-panther-theme-guitar-pro-224592
714,Inis Mona,Eluveitie,https://tabs.ultimate-guitar.com/tab/eluveitie/inis-mona-guitar-pro-644641
715,Jeremy,Pearl Jam,https://tabs.ultimate-guitar.com/tab/pearl-jam/jeremy-guitar-pro-228206
716,On The Backs Of Angels,Dream Theater,https://tabs.ultimate-guitar.com/tab/dream-theater/on-the-backs-of-angels-guitar-pro-1078654
717,Stabwound,Necrophagist,https://tabs.ultimate-guitar.com/tab/necrophagist/stabwound-guitar-pro-612867
718,Corazon Espinado,Santana,https://tabs.ultimate-guitar.com/tab/santana/corazon-espinado-guitar-pro-384190
719,Message In A Bottle,The Police,https://tabs.ultimate-guitar.com/tab/the-police/message-in-a-bottle-guitar-pro-634767
720,Valerie,Amy Winehouse,https://tabs.ultimate-guitar.com/tab/amy-winehouse/valerie-guitar-pro-672736
721,I See Fire,Ed Sheeran,https://tabs.ultimate-guitar.com/tab/ed-sheeran/i-see-fire-guitar-pro-1430096
722,Sea Of Lies,Symphony X,https://tabs.ultimate-guitar.com/tab/symphony-x/sea-of-lies-guitar-pro-232975
723,Sweating Bullets,Megadeth,https://tabs.ultimate-guitar.com/tab/megadeth/sweating-bullets-guitar-pro-225200
724,Is This Love,Bob Marley,https://tabs.ultimate-guitar.com/tab/bob-marley/is-this-love-guitar-pro-224849
725,Even Flow,Pearl Jam,https://tabs.ultimate-guitar.com/tab/pearl-jam/even-flow-guitar-pro-911955
726,Chop Suey,System Of A Down,https://tabs.ultimate-guitar.com/tab/system-of-a-down/chop-suey-guitar-pro-233013
727,The Chain,Fleetwood Mac,https://tabs.ultimate-guitar.com/tab/fleetwood-mac/the-chain-guitar-pro-219454
728,Love Story,Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/love-story-guitar-pro-852239
729,Teddy Picker,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/teddy-picker-guitar-pro-499607
730,Gunslinger,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/gunslinger-guitar-pro-747766
731,Every Breath You Take,The Police,https://tabs.ultimate-guitar.com/tab/the-police/every-breath-you-take-guitar-pro-514689
732,Where Is My Mind,Pixies,https://tabs.ultimate-guitar.com/tab/pixies/where-is-my-mind-guitar-pro-237984
733,Neon,John Mayer,https://tabs.ultimate-guitar.com/tab/john-mayer/neon-guitar-pro-224933
734,Breathe,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/breathe-guitar-pro-510089
735,Back In Black,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/back-in-black-guitar-pro-334393
736,The Sound Of Silence,Simon & Garfunkel,https://tabs.ultimate-guitar.com/tab/simon-garfunkel/the-sound-of-silence-guitar-pro-998847
737,Ghost,Slash,https://tabs.ultimate-guitar.com/tab/slash/ghost-guitar-pro-942176
738,Angel Of Death,Slayer,https://tabs.ultimate-guitar.com/tab/slayer/angel-of-death-guitar-pro-231466
739,5Th Symphony,Ludwig van Beethoven,https://tabs.ultimate-guitar.com/tab/ludwig-van-beethoven/5th-symphony-guitar-pro-541446
740,Echoes,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/echoes-guitar-pro-228406
741,For Whom The Bell Tolls,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/for-whom-the-bell-tolls-guitar-pro-375841
742,Still Loving You,Scorpions,https://tabs.ultimate-guitar.com/tab/scorpions/still-loving-you-guitar-pro-230874
743,Twilight Of The Thunder God,Amon Amarth,https://tabs.ultimate-guitar.com/tab/amon-amarth/twilight-of-the-thunder-god-guitar-pro-749657
744,Lord Of The Rings Theme,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/lord-of-the-rings-theme-guitar-pro-518034
745,Break On Through,The Doors,https://tabs.ultimate-guitar.com/tab/the-doors/break-on-through-guitar-pro-469535
746,The Day That Never Comes,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/the-day-that-never-comes-guitar-pro-723995
747,Eruption You Really Got Me,Van Halen,https://tabs.ultimate-guitar.com/tab/van-halen/eruption-you-really-got-me-guitar-pro-800728
748,Faint,Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/faint-guitar-pro-224026
749,Kiss The Rain,Yiruma,https://tabs.ultimate-guitar.com/tab/yiruma/kiss-the-rain-guitar-pro-838812
750,Kissing The Shadows,Children of Bodom,https://tabs.ultimate-guitar.com/tab/children-of-bodom/kissing-the-shadows-guitar-pro-242341
751,Cant Stop,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/cant-stop-guitar-pro-250166
752,Tornado Of Souls,Megadeth,https://tabs.ultimate-guitar.com/tab/megadeth/tornado-of-souls-guitar-pro-367657
753,Fiesta Pagana,Mägo de Oz,https://tabs.ultimate-guitar.com/tab/383496
754,Children Of The Grave,Black Sabbath,https://tabs.ultimate-guitar.com/tab/black-sabbath/children-of-the-grave-guitar-pro-215111
755,Highway Star,Deep Purple,https://tabs.ultimate-guitar.com/tab/deep-purple/highway-star-guitar-pro-217582
756,Jessica,The Allman Brothers Band,https://tabs.ultimate-guitar.com/tab/the-allman-brothers-band/jessica-guitar-pro-360861
757,The End Of The Line,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/the-end-of-the-line-guitar-pro-731967
758,Kryptonite,3 Doors Down,https://tabs.ultimate-guitar.com/tab/3-doors-down/kryptonite-guitar-pro-326547
759,Thunderhorse,Dethklok,https://tabs.ultimate-guitar.com/tab/dethklok/thunderhorse-guitar-pro-419090
760,Dear God,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/dear-god-guitar-pro-614661
761,Famous Last Words,My Chemical Romance,https://tabs.ultimate-guitar.com/tab/my-chemical-romance/famous-last-words-guitar-pro-449263
762,Anna Molly,Incubus,https://tabs.ultimate-guitar.com/tab/incubus/anna-molly-guitar-pro-446669
763,Somebody To Love,Queen,https://tabs.ultimate-guitar.com/tab/queen/somebody-to-love-guitar-pro-471024
764,Master Exploder,Tenacious D,https://tabs.ultimate-guitar.com/tab/tenacious-d/master-exploder-guitar-pro-499227
765,Kiss The Rain,Sungha Jung,https://tabs.ultimate-guitar.com/tab/sungha-jung/kiss-the-rain-guitar-pro-1044225
766,Shadow Moses,Bring Me the Horizon,https://tabs.ultimate-guitar.com/tab/bring-me-the-horizon/shadow-moses-guitar-pro-1207698
767,Somebody That I Used To Know,Gotye,https://tabs.ultimate-guitar.com/tab/gotye/somebody-that-i-used-to-know-guitar-pro-1124235
768,Idols And Anchors,Parkway Drive,https://tabs.ultimate-guitar.com/tab/parkway-drive/idols-and-anchors-guitar-pro-714854
769,Powerslave,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/powerslave-guitar-pro-462592
770,Always,Bon Jovi,https://tabs.ultimate-guitar.com/tab/bon-jovi/always-guitar-pro-215621
771,Blues Scales,Lessons - Scales,https://tabs.ultimate-guitar.com/tab/lessons-scales/blues-scales-guitar-pro-633935
772,We Are The Champions,Queen,https://tabs.ultimate-guitar.com/tab/queen/we-are-the-champions-guitar-pro-877483
773,Mr Brownstone,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/mr-brownstone-guitar-pro-220639
774,Fireflies,Owl City,https://tabs.ultimate-guitar.com/tab/owl-city/fireflies-guitar-pro-901087
775,Iris,Goo Goo Dolls,https://tabs.ultimate-guitar.com/tab/goo-goo-dolls/iris-guitar-pro-220274
776,Damage Inc,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/damage-inc-guitar-pro-225337
777,One,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/one-guitar-pro-225456
778,R U Mine,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/r-u-mine-guitar-pro-1147317
779,Sungha Jung - With Or Without You Acoustic,Misc Unsigned Bands,https://tabs.ultimate-guitar.com/tab/misc-unsigned-bands/sungha-jung-with-or-without-you-acoustic-guitar-pro-684012
780,Hes A Pirate,Sungha Jung,https://tabs.ultimate-guitar.com/tab/sungha-jung/hes-a-pirate-guitar-pro-1010182
781,Mary Had A Little Lamb,Stevie Ray Vaughan & Double Trouble,https://tabs.ultimate-guitar.com/tab/stevie-ray-vaughan-double-trouble/mary-had-a-little-lamb-guitar-pro-475548
782,Start,DEPAPEPE,https://tabs.ultimate-guitar.com/tab/depapepe/start-guitar-pro-403804
783,Built To Fall,Trivium,https://tabs.ultimate-guitar.com/tab/trivium/built-to-fall-guitar-pro-1082572
784,Pull Harder On The Strings Of Your Martyr,Trivium,https://tabs.ultimate-guitar.com/tab/trivium/pull-harder-on-the-strings-of-your-martyr-guitar-pro-259639
785,Texas Flood,Stevie Ray Vaughan & Double Trouble,https://tabs.ultimate-guitar.com/tab/stevie-ray-vaughan-double-trouble/texas-flood-guitar-pro-629689
786,Alone,Bullet For My Valentine,https://tabs.ultimate-guitar.com/tab/bullet-for-my-valentine/alone-guitar-pro-943359
787,Money,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/money-guitar-pro-228447
788,Psychosocial,Slipknot,https://tabs.ultimate-guitar.com/tab/slipknot/psychosocial-guitar-pro-702615
789,Swing Life Away,Rise Against,https://tabs.ultimate-guitar.com/tab/rise-against/swing-life-away-guitar-pro-230222
790,Sweet Home Alabama,Lynyrd Skynyrd,https://tabs.ultimate-guitar.com/tab/lynyrd-skynyrd/sweet-home-alabama-guitar-pro-224325
791,Otherside,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/otherside-guitar-pro-249979
792,Tender Surrender,Steve Vai,https://tabs.ultimate-guitar.com/tab/steve-vai/tender-surrender-guitar-pro-234371
793,Harry Potter - Hedwigs Theme,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/harry-potter-hedwigs-theme-guitar-pro-515057
794,Free Fallin,Tom Petty,https://tabs.ultimate-guitar.com/tab/tom-petty/free-fallin-guitar-pro-228328
795,All Apologies,Nirvana,https://tabs.ultimate-guitar.com/tab/nirvana/all-apologies-guitar-pro-226932
796,Fast Car,Tracy Chapman,https://tabs.ultimate-guitar.com/tab/tracy-chapman/fast-car-guitar-pro-723781
797,Always,Blink-182,https://tabs.ultimate-guitar.com/tab/blink-182/always-guitar-pro-215357
798,Tell Me Baby,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/tell-me-baby-guitar-pro-462662
799,Vicarious,Tool,https://tabs.ultimate-guitar.com/tab/tool/vicarious-guitar-pro-766207
800,The Number Of The Beast,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/the-number-of-the-beast-guitar-pro-222238
801,Naive,The Kooks,https://tabs.ultimate-guitar.com/tab/the-kooks/naive-guitar-pro-398023
802,Across The Universe,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/across-the-universe-guitar-pro-470115
803,Banana Pancakes,Jack Johnson,https://tabs.ultimate-guitar.com/tab/jack-johnson/banana-pancakes-guitar-pro-478217
804,Leper Messiah,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/leper-messiah-guitar-pro-225418
805,A Gunshot To The Head Of Trepidation,Trivium,https://tabs.ultimate-guitar.com/tab/trivium/a-gunshot-to-the-head-of-trepidation-guitar-pro-435630
806,Say It Aint So,Weezer,https://tabs.ultimate-guitar.com/tab/weezer/say-it-aint-so-guitar-pro-778983
807,Meddler,August Burns Red,https://tabs.ultimate-guitar.com/tab/august-burns-red/meddler-guitar-pro-856742
808,Iron Man,Black Sabbath,https://tabs.ultimate-guitar.com/tab/black-sabbath/iron-man-guitar-pro-511108
809,Start,DEPAPEPE,https://tabs.ultimate-guitar.com/tab/depapepe/start-guitar-pro-486280
810,Canción Del Mariachi,Los Lobos,https://tabs.ultimate-guitar.com/tab/224150
811,Complicated,Avril Lavigne,https://tabs.ultimate-guitar.com/tab/avril-lavigne/complicated-guitar-pro-223669
812,September,"Earth, Wind & Fire",https://tabs.ultimate-guitar.com/tab/earth-wind-fire/september-guitar-pro-218718
813,Livin On A Prayer,Bon Jovi,https://tabs.ultimate-guitar.com/tab/bon-jovi/livin-on-a-prayer-guitar-pro-249767
814,Jump In The Fire,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/jump-in-the-fire-guitar-pro-225407
815,Im Broken,Pantera,https://tabs.ultimate-guitar.com/tab/pantera/im-broken-guitar-pro-461793
816,Roundabout,Yes,https://tabs.ultimate-guitar.com/tab/yes/roundabout-guitar-pro-235112
817,Holy Diver,Dio,https://tabs.ultimate-guitar.com/tab/dio/holy-diver-guitar-pro-433135
818,A Nightmare To Remember,Dream Theater,https://tabs.ultimate-guitar.com/tab/dream-theater/a-nightmare-to-remember-guitar-pro-869693
819,For My Father,Andy McKee,https://tabs.ultimate-guitar.com/tab/andy-mckee/for-my-father-guitar-pro-477758
820,Electric Gypsy,Andy Timmons,https://tabs.ultimate-guitar.com/tab/andy-timmons/electric-gypsy-guitar-pro-258457
821,My Heart Will Go On,Celine Dion,https://tabs.ultimate-guitar.com/tab/celine-dion/my-heart-will-go-on-guitar-pro-218099
822,Flight Of The Bumblebee,At Vance,https://tabs.ultimate-guitar.com/tab/at-vance/flight-of-the-bumblebee-guitar-pro-371761
823,One,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/one-guitar-pro-442345
824,Canción Del Mariachi,Los Lobos,https://tabs.ultimate-guitar.com/tab/653124
825,Animal I Have Become,Three Days Grace,https://tabs.ultimate-guitar.com/tab/three-days-grace/animal-i-have-become-guitar-pro-371841
826,Just Breathe,Pearl Jam,https://tabs.ultimate-guitar.com/tab/pearl-jam/just-breathe-guitar-pro-902568
827,Rosanna,Toto,https://tabs.ultimate-guitar.com/tab/toto/rosanna-guitar-pro-233786
828,Superstition,Stevie Wonder,https://tabs.ultimate-guitar.com/tab/stevie-wonder/superstition-guitar-pro-234991
829,Blood Brothers,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/blood-brothers-guitar-pro-222041
830,Here Without You,3 Doors Down,https://tabs.ultimate-guitar.com/tab/3-doors-down/here-without-you-guitar-pro-633097
831,A Tout Le Monde,Megadeth,https://tabs.ultimate-guitar.com/tab/megadeth/a-tout-le-monde-guitar-pro-225066
832,Creep,Radiohead,https://tabs.ultimate-guitar.com/tab/radiohead/creep-guitar-pro-280244
