,Title,Artist,URL,Check
74,The Final Countdown,Europe,https://tabs.ultimate-guitar.com/tab/europe/the-final-countdown-guitar-pro-218989,False
75,You Give Love A Bad Name,Bon Jovi,https://tabs.ultimate-guitar.com/tab/bon-jovi/you-give-love-a-bad-name-guitar-pro-215706,False
76,Stairway To Heaven,Led Zeppelin,https://tabs.ultimate-guitar.com/tab/led-zeppelin/stairway-to-heaven-guitar-pro-223797,False
77,Hot For Teacher,Van Halen,https://tabs.ultimate-guitar.com/tab/van-halen/hot-for-teacher-guitar-pro-234477,False
78,Sharp Dressed Man,ZZ Top,https://tabs.ultimate-guitar.com/tab/zz-top/sharp-dressed-man-guitar-pro-248123,False
79,Use Somebody,Kings of Leon,https://tabs.ultimate-guitar.com/tab/kings-of-leon/use-somebody-guitar-pro-752316,False
80,Come Together,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/come-together-guitar-pro-470084,False
81,Rock And Roll,Led Zeppelin,https://tabs.ultimate-guitar.com/tab/led-zeppelin/rock-and-roll-guitar-pro-223788,False
82,Tnt,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/tnt-guitar-pro-550274,False
83,Simple Man,Lynyrd Skynyrd,https://tabs.ultimate-guitar.com/tab/lynyrd-skynyrd/simple-man-guitar-pro-224322,False
84,Otherside,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/otherside-guitar-pro-229837,False
85,Let It Be,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/let-it-be-guitar-pro-470117,False
86,2 Minutes To Midnight,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/2-minutes-to-midnight-guitar-pro-222022,False
87,Another One Bites The Dust,Queen,https://tabs.ultimate-guitar.com/tab/queen/another-one-bites-the-dust-guitar-pro-228888,False
88,While My Guitar Gently Weeps,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/while-my-guitar-gently-weeps-guitar-pro-445968,False
89,War Pigs,Black Sabbath,https://tabs.ultimate-guitar.com/tab/black-sabbath/war-pigs-guitar-pro-215191,False
90,Thunderstruck,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/thunderstruck-guitar-pro-405847,False
91,Pride And Joy,Stevie Ray Vaughan & Double Trouble,https://tabs.ultimate-guitar.com/tab/stevie-ray-vaughan-double-trouble/pride-and-joy-guitar-pro-629691,False
92,Bring Me To Life,Evanescence,https://tabs.ultimate-guitar.com/tab/evanescence/bring-me-to-life-guitar-pro-218994,False
93,Numb,Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/numb-guitar-pro-224056,False
94,Smooth,Santana,https://tabs.ultimate-guitar.com/tab/santana/smooth-guitar-pro-230548,False
95,Around The World,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/around-the-world-guitar-pro-229711,False
96,The Unforgiven Ii,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/the-unforgiven-ii-guitar-pro-225550,False
97,Pirates Of The Caribbean - Hes A Pirate,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/pirates-of-the-caribbean-hes-a-pirate-guitar-pro-235213,False
98,Yyz,Rush,https://tabs.ultimate-guitar.com/tab/rush/yyz-guitar-pro-230454,False
99,Sultans Of Swing,Dire Straits,https://tabs.ultimate-guitar.com/tab/dire-straits/sultans-of-swing-guitar-pro-218136,False
100,Sweet Child O Mine,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/sweet-child-o-mine-guitar-pro-220694,False
101,Hearts Burst Into Fire,Bullet For My Valentine,https://tabs.ultimate-guitar.com/tab/bullet-for-my-valentine/hearts-burst-into-fire-guitar-pro-716696,False
102,The Godfather Theme,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/the-godfather-theme-guitar-pro-837373,False
103,Paranoid Android,Radiohead,https://tabs.ultimate-guitar.com/tab/radiohead/paranoid-android-guitar-pro-229263,False
104,Karma Police,Radiohead,https://tabs.ultimate-guitar.com/tab/radiohead/karma-police-guitar-pro-229235,False
105,Best Of You,Foo Fighters,https://tabs.ultimate-guitar.com/tab/foo-fighters/best-of-you-guitar-pro-357882,False
106,The Number Of The Beast,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/the-number-of-the-beast-guitar-pro-222239,False
107,La Grange,ZZ Top,https://tabs.ultimate-guitar.com/tab/zz-top/la-grange-guitar-pro-235249,False
108,Money,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/money-guitar-pro-384577,False
109,The Kids Arent Alright,The Offspring,https://tabs.ultimate-guitar.com/tab/the-offspring/the-kids-arent-alright-guitar-pro-321235,False
110,Californication,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/californication-guitar-pro-456395,False
111,Time,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/time-guitar-pro-794157,False
112,Thunderstruck,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/thunderstruck-guitar-pro-357743,False
113,Run To The Hills,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/run-to-the-hills-guitar-pro-332501,False
114,Purple Haze,Jimi Hendrix,https://tabs.ultimate-guitar.com/tab/jimi-hendrix/purple-haze-guitar-pro-854609,False
115,House Of The Rising Sun,The Animals,https://tabs.ultimate-guitar.com/tab/the-animals/house-of-the-rising-sun-guitar-pro-393808,False
116,All Nightmare Long,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/all-nightmare-long-guitar-pro-748543,False
117,Am I Evil,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/am-i-evil-guitar-pro-243649,False
118,One,U2,https://tabs.ultimate-guitar.com/tab/u2/one-guitar-pro-233995,False
119,Californication,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/californication-guitar-pro-474411,False
120,Rape Me,Nirvana,https://tabs.ultimate-guitar.com/tab/nirvana/rape-me-guitar-pro-227044,False
121,Prayer Of The Refugee,Rise Against,https://tabs.ultimate-guitar.com/tab/rise-against/prayer-of-the-refugee-guitar-pro-428629,False
122,Another Brick In The Wall,Pink Floyd,https://tabs.ultimate-guitar.com/tab/pink-floyd/another-brick-in-the-wall-guitar-pro-527753,False
123,All Nightmare Long,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/all-nightmare-long-guitar-pro-731543,False
124,Easy,Faith No More,https://tabs.ultimate-guitar.com/tab/faith-no-more/easy-guitar-pro-452795,False
125,Dance Of Death,Iron Maiden,https://tabs.ultimate-guitar.com/tab/iron-maiden/dance-of-death-guitar-pro-461482,False
126,Panama,Van Halen,https://tabs.ultimate-guitar.com/tab/van-halen/panama-guitar-pro-234512,False
127,Dead Memories,Slipknot,https://tabs.ultimate-guitar.com/tab/slipknot/dead-memories-guitar-pro-727907,False
128,Pull Me Under,Dream Theater,https://tabs.ultimate-guitar.com/tab/dream-theater/pull-me-under-guitar-pro-417579,False
129,Dont Look Back In Anger,Oasis,https://tabs.ultimate-guitar.com/tab/oasis/dont-look-back-in-anger-guitar-pro-601420,False
130,Cyanide,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/cyanide-guitar-pro-728657,False
131,Money For Nothing,Dire Straits,https://tabs.ultimate-guitar.com/tab/dire-straits/money-for-nothing-guitar-pro-479294,False
132,Iris,Goo Goo Dolls,https://tabs.ultimate-guitar.com/tab/goo-goo-dolls/iris-guitar-pro-451436,False
133,Seize The Day,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/seize-the-day-guitar-pro-319202,False
